Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western
Lift,0.4758324382384533,0.3948339483394834,0.3333333333333333,0.5913978494623655,0.015333333333333332,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadeus,0.45435016111707843,0.5904059040590406,0.3333333333333333,0.9032258064516129,0.146,0.0,0.0,0.0,0.75,0.95,0.05,0.0,0.0,0.0,0.9,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Game,0.46133190118152523,0.47601476014760147,0.16666666666666666,0.8279569892473118,0.14733333333333334,0.1,0.05,0.0,0.15,0.0,0.2,0.3,0.25,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0
Predator,0.45596133190118154,0.3948339483394834,0.6666666666666666,0.8387096774193548,0.156,0.95,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0
3:10 to Yuma,0.46670247046186897,0.45018450184501846,0.6666666666666666,0.8172043010752688,0.11266666666666666,0.95,0.8,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.85,0.15,0.1,0.0,1.0,0.2,0.25,0.0,0.05,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.98
Into the Wild,0.46670247046186897,0.5461254612546126,0.6666666666666666,0.8709677419354838,0.223,0.05,0.7,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.85,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Few Good Men,0.45864661654135336,0.5092250922509225,0.16666666666666666,0.8279569892473118,0.09833333333333333,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.05,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Fresh,0.4747583243823845,0.42066420664206644,0.6666666666666666,0.7204301075268816,0.027,0.05,0.0,0.0,0.1,0.0,0.3,0.3,0.4,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.4,0.0,0.2,0.1,0.0,0.0,0.6,0.0,0.0
Return of the King: The Fall and Rise of Elvis Presley,0.4758324382384533,0.33210332103321033,0.6666666666666666,0.8172043010752688,0.0003116666666666667,0.1,0.0,0.0,0.1,0.95,0.1,0.0,0.0,0.9,0.8,0.05,0.05,0.0,0.9,0.9,0.0,0.0,0.98,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Stargate,0.4597207303974221,0.4280442804428044,0.3333333333333333,0.7526881720430108,0.06966666666666667,0.85,0.9,0.0,0.1,0.05,0.15,0.05,0.0,0.0,0.6,0.7,0.65,0.8,1.0,0.2,0.0,0.1,0.1,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.75,0.1,0.0
Peter Pan's Neverland Nightmare,0.47636949516648763,0.0,0.0,0.0,0.0,0.2,0.75,0.95,0.1,0.0,0.15,0.0,0.0,0.0,0.25,0.05,0.8,0.9,0.95,0.0,0.0,0.6,0.1,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Scooby-Doo,0.4640171858216971,0.3173431734317343,0.3333333333333333,0.5698924731182795,0.043333333333333335,0.2,0.75,0.95,0.05,0.0,0.8,0.1,0.25,0.0,0.15,0.0,0.9,0.2,0.95,0.0,0.0,0.2,0.1,0.1,0.9,0.0,0.05,0.1,0.1,0.0,0.4,0.0,0.0
The Warriors,0.45166487647690656,0.34317343173431736,0.6666666666666666,0.8064516129032258,0.03766666666666667,0.95,0.7,0.0,0.2,0.05,0.15,0.9,0.1,0.0,0.85,0.4,0.0,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Spellbound,0.4758324382384533,0.4022140221402214,0.3333333333333333,0.7311827956989246,9.3e-05,0.2,0.0,0.0,0.4,0.1,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.05,1.0,0.1,0.0,0.0,0.1,0.0,0.9,0.1,0.1,0.0,0.0,0.0,0.85,0.0,0.0
Grown Ups 2,0.4699248120300752,0.3726937269372694,0.16666666666666666,0.5806451612903226,0.058333333333333334,0.01,0.02,0.0,0.01,0.0,0.95,0.0,0.85,0.0,0.2,0.0,0.8,0.0,1.0,0.02,0.0,0.0,0.05,0.0,0.05,0.0,0.15,0.2,0.0,0.05,0.02,0.0,0.0
Gerald's Game,0.47207303974221265,0.3800738007380074,0.16666666666666666,0.6989247311827956,0.044333333333333336,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Gentlemen Broncos,0.4677765843179377,0.33210332103321033,0.16666666666666666,0.6559139784946235,0.004333333333333333,0.2,0.05,0.0,0.1,0.7,0.25,0.0,0.0,0.0,0.85,0.0,0.1,0.0,1.0,0.75,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.0
Falling Down,0.45918367346938777,0.41697416974169743,0.6666666666666666,0.8172043010752688,0.07066666666666667,0.7,0.0,0.0,0.1,0.0,0.05,0.15,0.2,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0
The Phantom of the Opera,0.46509129967776586,0.5276752767527675,0.3333333333333333,0.7741935483870968,0.044333333333333336,0.1,0.2,0.0,0.6,0.05,0.05,0.0,0.0,0.0,0.8,0.15,0.1,0.7,1.0,0.05,0.0,0.25,0.9,0.95,0.65,0.1,0.75,0.0,0.0,0.0,0.4,0.0,0.0
Almost Famous,0.46294307196562834,0.45018450184501846,0.6666666666666666,0.8494623655913979,0.09966666666666667,0.05,0.1,0.0,0.2,0.4,0.6,0.0,0.5,0.0,0.8,0.1,0.2,0.0,1.0,0.0,0.2,0.0,0.9,0.3,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0
Mickey 17,0.47636949516648763,0.5129151291512916,0.6666666666666666,0.0,0.0,0.05,0.1,0.95,0.2,0.0,0.15,0.0,0.05,0.0,0.1,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Curious Case of Benjamin Button,0.4672395273899033,0.6125461254612546,0.3333333333333333,0.8387096774193548,0.23633333333333334,0.05,0.1,0.0,0.65,0.95,0.2,0.0,0.15,0.0,0.99,0.7,0.25,0.1,1.0,0.8,0.9,0.0,0.3,0.05,0.5,0.0,0.9,0.0,0.5,0.0,0.1,0.0,0.0
Old,0.47422126745435017,0.3985239852398524,0.3333333333333333,0.6236559139784945,0.057,0.7,0.65,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.85,0.2,0.0,0.0,1.0,0.0,0.0,0.75,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
The Intern,0.47099892588614395,0.44649446494464945,0.3333333333333333,0.7634408602150536,0.095,0.0,0.0,0.0,0.05,0.1,0.75,0.0,0.2,0.0,0.6,0.0,0.3,0.0,1.0,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0
Anchorman: The Legend of Ron Burgundy,0.46509129967776586,0.34686346863468637,0.6666666666666666,0.7634408602150536,0.12833333333333333,0.2,0.05,0.0,0.15,0.1,0.95,0.05,0.8,0.0,0.3,0.0,0.2,0.0,1.0,0.1,0.0,0.0,0.1,0.1,0.1,0.05,0.15,0.0,0.0,0.05,0.05,0.0,0.0
Star Wars: Episode V - The Empire Strikes Back,0.4522019334049409,0.4575645756457565,0.3333333333333333,0.9354838709677418,0.0,0.95,0.98,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.9,0.95,0.8,0.9,1.0,0.0,0.0,0.05,0.75,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.85,0.1,0.0
Sex Tape,0.47046186895810954,0.34686346863468637,0.6666666666666666,0.5483870967741935,0.03966666666666667,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.9,0.0,0.2,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.15,0.0,0.0
Office Christmas Party,0.4715359828141783,0.3874538745387454,0.6666666666666666,0.6344086021505376,0.029666666666666668,0.1,0.05,0.0,0.05,0.0,0.9,0.0,0.75,0.0,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.8,0.0,0.0,0.1,0.0,0.0
What We Do in the Shadows,0.47046186895810954,0.3173431734317343,0.6666666666666666,0.8172043010752688,0.06833333333333333,0.1,0.05,0.0,0.15,0.05,0.95,0.05,0.9,0.0,0.7,0.0,0.1,0.15,1.0,0.05,0.0,0.2,0.1,0.05,0.25,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0
Daddio,0.47529538131041893,0.36900369003690037,0.6666666666666666,0.7096774193548386,0.0,0.1,0.0,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.5,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad Boys,0.4602577873254565,0.43911439114391143,0.6666666666666666,0.7311827956989246,0.1,0.95,0.1,0.0,0.05,0.0,0.7,0.8,0.65,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.05,0.1,0.2,0.0,0.0,0.85,0.0,0.0
Fair Play,0.47529538131041893,0.41697416974169743,0.6666666666666666,0.6881720430107526,0.014,0.2,0.05,0.0,0.05,0.0,0.05,0.5,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Star Wars: Episode VII - The Force Awakens,0.47099892588614395,0.5092250922509225,0.3333333333333333,0.8387096774193548,0.3293333333333333,0.95,0.98,0.0,0.1,0.05,0.15,0.0,0.0,0.0,0.7,0.85,0.9,0.95,1.0,0.0,0.0,0.05,0.75,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0
Bridget Jones's Baby,0.4715359828141783,0.45387453874538747,0.6666666666666666,0.6881720430107526,0.028,0.01,0.01,0.0,0.01,0.01,0.95,0.01,0.15,0.0,0.8,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.02,0.01,0.02,0.0,0.98,0.0,0.0,0.0,0.01,0.0,0.0
Manchester by the Sea,0.4715359828141783,0.5055350553505535,0.6666666666666666,0.8387096774193548,0.108,0.0,0.0,0.0,0.3,0.5,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cocaine Bear,0.47529538131041893,0.3505535055350554,0.6666666666666666,0.6344086021505376,0.038,0.2,0.05,0.0,0.05,0.0,0.6,0.3,0.7,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
Puss in Boots: The Last Wish,0.4747583243823845,0.3763837638376384,0.3333333333333333,0.8387096774193548,0.06366666666666666,0.85,0.95,1.0,0.6,0.0,0.7,0.0,0.45,0.0,0.65,0.2,0.9,0.9,1.0,0.0,0.0,0.05,0.55,0.15,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0
Nightcrawler,0.47046186895810954,0.4317343173431734,0.6666666666666666,0.8387096774193548,0.20733333333333334,0.1,0.0,0.0,0.25,0.05,0.05,0.95,0.7,0.15,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.95,0.0,0.0
Galaxy Quest,0.462406015037594,0.3763837638376384,0.16666666666666666,0.7956989247311828,0.06066666666666667,0.65,0.15,0.0,0.05,0.0,0.9,0.0,0.85,0.0,0.7,0.05,0.2,0.05,1.0,0.1,0.0,0.0,0.1,0.05,0.05,0.0,0.1,0.2,0.95,0.0,0.15,0.0,0.0
The Matrix Resurrections,0.47422126745435017,0.5461254612546126,0.6666666666666666,0.6021505376344085,0.096,0.75,0.2,0.0,0.15,0.05,0.1,0.0,0.1,0.0,0.6,0.1,0.0,0.7,1.0,0.05,0.0,0.0,0.05,0.0,0.65,0.0,0.25,0.0,0.95,0.0,0.7,0.0,0.0
Suspiria,0.47261009667024706,0.5608856088560885,0.6666666666666666,0.7204301075268816,0.03233333333333333,0.05,0.0,0.0,0.8,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
The Marvels,0.47529538131041893,0.3874538745387454,0.3333333333333333,0.5913978494623655,0.04666666666666667,0.85,0.7,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.6,0.2,0.4,0.65,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0
Ordinary Angels,0.4758324382384533,0.4354243542435424,0.3333333333333333,0.7956989247311828,0.004333333333333333,0.05,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.15,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Scary Movie 2,0.46348012889366275,0.3062730627306273,0.6666666666666666,0.5806451612903226,0.059666666666666666,0.1,0.05,0.0,0.0,0.0,0.95,0.05,0.9,0.0,0.1,0.0,0.2,0.05,1.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0
Tangled,0.4683136412459721,0.36900369003690037,0.3333333333333333,0.8279569892473118,0.16966666666666666,0.1,0.75,0.95,0.2,0.05,0.6,0.0,0.15,0.0,0.4,0.1,0.9,0.7,1.0,0.05,0.05,0.0,0.85,0.9,0.1,0.0,0.8,0.6,0.0,0.0,0.05,0.0,0.0
Jackpot!,0.4758324382384533,0.39114391143911437,0.6666666666666666,0.6236559139784945,0.009,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sting,0.4758324382384533,0.33948339483394835,0.6666666666666666,0.6129032258064516,0.004333333333333333,0.6,0.55,0.0,0.1,0.05,0.7,0.9,0.0,0.0,0.8,0.2,0.15,0.0,1.0,0.4,0.0,0.0,0.3,0.25,0.75,0.35,0.2,0.0,0.0,0.0,0.7,0.0,0.1
Afraid,0.4758324382384533,0.30996309963099633,0.3333333333333333,0.5483870967741935,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
Addams Family Values,0.45918367346938777,0.34686346863468637,0.3333333333333333,0.7311827956989246,0.038,0.05,0.1,0.0,0.15,0.0,0.9,0.0,0.8,0.0,0.2,0.0,0.95,0.1,1.0,0.0,0.0,0.6,0.05,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
Unfaithful,0.4640171858216971,0.4575645756457565,0.6666666666666666,0.7204301075268816,0.033666666666666664,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.9,0.0,0.0,0.0,0.8,0.0,0.0
Charade,0.4430719656283566,0.41697416974169743,0.6666666666666666,0.8387096774193548,0.029333333333333333,0.2,0.15,0.0,0.1,0.0,0.5,0.25,0.3,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.85,0.6,0.9,0.0,0.0,0.0,0.8,0.0,0.0
The Mask,0.4597207303974221,0.3726937269372694,0.3333333333333333,0.7526881720430108,0.145,0.7,0.2,0.0,0.1,0.0,0.95,0.05,0.8,0.0,0.3,0.0,0.6,0.7,1.0,0.0,0.0,0.05,0.15,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0
The Menendez Brothers,0.4758324382384533,0.43911439114391143,0.6666666666666666,0.7526881720430108,0.0023333333333333335,0.0,0.0,0.0,0.05,0.95,0.0,0.9,0.0,0.9,0.95,0.0,0.0,0.0,0.95,0.8,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Captain America: Civil War,0.4715359828141783,0.5424354243542435,0.3333333333333333,0.8387096774193548,0.29033333333333333,0.95,0.8,0.0,0.05,0.1,0.2,0.15,0.1,0.0,0.85,0.7,0.6,0.0,1.0,0.1,0.15,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.75,0.15,0.0
Project Hail Mary,0.47690655209452204,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.5,0.4,0.2,0.1,0.95,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
Rosemary's Baby,0.44575725026852847,0.5055350553505535,0.6666666666666666,0.8602150537634408,0.08133333333333333,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.0,0.1,1.0,0.0,0.0,0.9,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Dodgeball: A True Underdog Story,0.46509129967776586,0.33948339483394835,0.3333333333333333,0.7204301075268816,0.09066666666666667,0.25,0.05,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.2,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.9,0.0,0.0,0.0
Taken,0.4672395273899033,0.33210332103321033,0.3333333333333333,0.8279569892473118,0.21533333333333332,0.95,0.6,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Annihilation,0.47261009667024706,0.42435424354243545,0.6666666666666666,0.7311827956989246,0.12366666666666666,0.2,0.7,0.0,0.65,0.0,0.05,0.0,0.0,0.0,0.8,0.25,0.0,0.75,1.0,0.0,0.0,0.6,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Silver Linings Playbook,0.46938775510204084,0.45018450184501846,0.6666666666666666,0.8279569892473118,0.25066666666666665,0.01,0.01,0.0,0.05,0.0,0.55,0.0,0.1,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.8,0.7,0.0,0.0,0.05,0.0,0.0
Practical Magic,0.46186895810955964,0.3837638376383764,0.3333333333333333,0.6774193548387096,0.03266666666666666,0.01,0.01,0.0,0.15,0.01,0.3,0.0,0.1,0.0,0.75,0.0,0.05,0.1,1.0,0.01,0.01,0.0,0.05,0.0,0.1,0.0,0.85,0.35,0.0,0.0,0.1,0.0,0.0
North Country,0.4656283566058002,0.46494464944649444,0.6666666666666666,0.7849462365591398,0.015333333333333332,0.05,0.0,0.0,0.1,0.9,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.95,0.8,0.9,0.0,0.05,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0
The End We Start From,0.47529538131041893,0.3763837638376384,0.6666666666666666,0.6344086021505376,0.0023333333333333335,0.01,0.01,0.0,0.02,0.1,0.01,0.0,0.0,0.0,0.85,0.01,0.01,0.0,1.0,0.3,0.0,0.0,0.05,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0
Bird Box,0.47261009667024706,0.4575645756457565,0.6666666666666666,0.7096774193548386,0.13266666666666665,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.05,0.95,0.0,0.0,0.8,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
Willy Wonka & the Chocolate Factory,0.4473684210526316,0.36900369003690037,0.16666666666666666,0.8387096774193548,0.07766666666666666,0.1,0.75,0.95,0.6,0.05,0.8,0.0,0.25,0.0,0.4,0.15,0.9,0.9,1.0,0.0,0.0,0.05,0.85,0.95,0.2,0.0,0.05,0.1,0.1,0.0,0.15,0.0,0.0
Indiana Jones and the Last Crusade,0.45703544575725025,0.46863468634686345,0.3333333333333333,0.8817204301075268,0.275,0.95,0.98,0.0,0.1,0.05,0.2,0.0,0.0,0.0,0.7,0.85,0.8,0.05,1.0,0.75,0.0,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
The Pursuit of Happyness,0.46616541353383456,0.4317343173431734,0.3333333333333333,0.8602150537634408,0.19233333333333333,0.05,0.0,0.0,0.1,0.95,0.1,0.0,0.0,0.0,0.98,0.0,0.8,0.0,1.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
An American Werewolf in London,0.4527389903329753,0.35793357933579334,0.6666666666666666,0.8064516129032258,0.042,0.1,0.15,0.0,0.25,0.0,0.1,0.05,0.2,0.0,0.5,0.0,0.0,0.3,1.0,0.0,0.0,0.9,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
The Island,0.4656283566058002,0.5018450184501845,0.3333333333333333,0.7311827956989246,0.11066666666666666,0.7,0.65,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.6,0.15,0.1,0.25,0.95,0.05,0.0,0.2,0.05,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0
Nobody,0.47422126745435017,0.33948339483394835,0.6666666666666666,0.7956989247311828,0.11266666666666666,0.95,0.05,0.0,0.05,0.0,0.1,0.2,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
The Craft,0.4607948442534909,0.3726937269372694,0.6666666666666666,0.6881720430107526,0.037333333333333336,0.05,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.2,1.0,0.0,0.0,0.3,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0
Ice Age,0.4640171858216971,0.2988929889298893,0.3333333333333333,0.8064516129032258,0.17733333333333334,0.1,0.85,0.95,0.2,0.0,0.7,0.0,0.0,0.0,0.5,0.05,0.9,0.15,1.0,0.0,0.0,0.05,0.15,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0
Misery,0.45757250268528465,0.3948339483394834,0.6666666666666666,0.8387096774193548,0.08133333333333333,0.01,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.02,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Striptease,0.4607948442534909,0.42435424354243545,0.6666666666666666,0.49462365591397844,0.01633333333333333,0.1,0.0,0.0,0.05,0.0,0.25,0.05,0.15,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.7,0.3,0.0,0.0,0.2,0.0,0.0
Mission: Impossible II,0.46294307196562834,0.45387453874538747,0.3333333333333333,0.6559139784946235,0.12833333333333333,0.98,0.95,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.15,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Batman Forever,0.4602577873254565,0.44649446494464945,0.3333333333333333,0.5806451612903226,0.09033333333333333,0.85,0.7,0.0,0.1,0.0,0.5,0.2,0.0,0.0,0.15,0.05,0.6,0.3,1.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0
Strangers on a Train,0.43662728249194416,0.3726937269372694,0.3333333333333333,0.8494623655913979,0.048,0.2,0.05,0.0,0.15,0.0,0.05,0.6,0.2,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Fantastic Mr. Fox,0.4677765843179377,0.3210332103321033,0.3333333333333333,0.8494623655913979,0.093,0.1,0.75,0.95,0.8,0.0,0.85,0.05,0.9,0.0,0.7,0.05,0.9,0.2,1.0,0.1,0.05,0.0,0.15,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Shang-Chi and the Legend of the Ten Rings,0.47422126745435017,0.4870848708487085,0.6666666666666666,0.7956989247311828,0.15,0.95,0.9,0.0,0.1,0.6,0.2,0.7,0.15,0.0,0.8,0.7,0.8,0.9,1.0,0.6,0.6,0.1,0.3,0.0,0.7,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0
Lost on a Mountain in Maine,0.4758324382384533,0.36162361623616235,0.3333333333333333,0.7419354838709677,6.1e-05,0.1,0.5,0.0,0.05,0.0,0.0,0.0,0.0,0.7,0.25,0.0,0.1,0.0,0.8,0.15,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Red Sparrow,0.47261009667024706,0.5166051660516605,0.6666666666666666,0.7096774193548386,0.06833333333333333,0.7,0.1,0.0,0.15,0.05,0.1,0.85,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.75,0.1,0.6,0.0,0.0,0.0,0.95,0.0,0.0
Signs,0.4640171858216971,0.39114391143911437,0.3333333333333333,0.7311827956989246,0.132,0.2,0.3,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.2,1.0,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Us,0.4731471535982814,0.4280442804428044,0.6666666666666666,0.7311827956989246,0.11833333333333333,0.2,0.05,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.1,1.0,0.0,0.0,0.85,0.05,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Dirty Dancing,0.45596133190118154,0.36900369003690037,0.3333333333333333,0.7634408602150536,0.088,0.05,0.1,0.0,0.15,0.0,0.3,0.0,0.1,0.0,0.7,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.8,0.6,0.0,0.0,0.9,0.7,0.0,0.0,0.1,0.0,0.0
