,Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western
2984,Krampus,0.47099892588614395,0.36162361623616235,0.3333333333333333,0.6666666666666666,0.028666666666666667,0.6,0.55,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.4,0.05,0.3,0.7,1.0,0.0,0.0,0.85,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
2985,Scent of a Woman,0.45864661654135336,0.5756457564575646,0.6666666666666666,0.8602150537634408,0.113,0.0,0.0,0.0,0.15,0.2,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0
2986,Lawrence of Arabia,0.44253490870032225,0.8376383763837638,0.3333333333333333,0.8924731182795699,0.10733333333333334,0.95,0.98,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.95,0.92,0.0,0.0,1.0,0.99,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0
2987,Austin Powers: International Man of Mystery,0.46133190118152523,0.3284132841328413,0.3333333333333333,0.7526881720430108,0.08733333333333333,0.7,0.8,0.0,0.1,0.0,0.95,0.05,0.85,0.0,0.15,0.0,0.6,0.7,1.0,0.1,0.0,0.0,0.2,0.1,0.75,0.0,0.2,0.8,0.9,0.0,0.5,0.0,0.0
2988,Pig,0.47422126745435017,0.33948339483394835,0.6666666666666666,0.7419354838709677,0.03166666666666667,0.1,0.15,0.0,0.6,0.2,0.05,0.25,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
2989,Coherence,0.4699248120300752,0.3284132841328413,0.6666666666666666,0.7741935483870968,0.051,0.05,0.01,0.0,0.25,0.0,0.1,0.0,0.15,0.0,0.7,0.0,0.0,0.05,1.0,0.0,0.0,0.15,0.05,0.0,0.65,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0
2990,F1,0.47636949516648763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2991,Spotlight,0.47099892588614395,0.47601476014760147,0.6666666666666666,0.8709677419354838,0.17,0.05,0.0,0.0,0.1,0.9,0.0,0.2,0.0,0.0,0.95,0.0,0.0,0.0,0.9,0.8,0.9,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2992,School of Rock,0.46455424274973145,0.4022140221402214,0.6666666666666666,0.7741935483870968,0.113,0.05,0.1,0.0,0.15,0.0,0.85,0.0,0.2,0.0,0.6,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.95,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2993,Legends of the Fall,0.4597207303974221,0.4907749077490775,0.6666666666666666,0.8064516129032258,0.06266666666666666,0.75,0.6,0.0,0.15,0.2,0.05,0.0,0.0,0.0,0.9,0.7,0.1,0.0,1.0,0.4,0.65,0.0,0.1,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.05,0.0,0.0
2994,Jumanji: The Next Level,0.4731471535982814,0.45387453874538747,0.3333333333333333,0.7204301075268816,0.09833333333333333,0.85,0.92,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.25,0.1,0.8,0.75,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0
2995,Arabesque,0.4446831364124597,0.3874538745387454,0.6666666666666666,0.6881720430107526,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2996,Sleepers,0.4607948442534909,0.5424354243542435,0.6666666666666666,0.8064516129032258,0.08066666666666666,0.2,0.0,0.0,0.1,0.5,0.0,0.95,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.6,0.7,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
2997,Jackie Brown,0.46133190118152523,0.5682656826568265,0.6666666666666666,0.8064516129032258,0.12766666666666668,0.1,0.0,0.0,0.15,0.05,0.3,0.95,0.8,0.0,0.75,0.0,0.0,0.0,1.0,0.05,0.05,0.0,0.1,0.0,0.9,0.9,0.05,0.0,0.0,0.0,0.9,0.0,0.05
2998,Bad Boys for Life,0.47368421052631576,0.4575645756457565,0.6666666666666666,0.6989247311827956,0.062,0.95,0.2,0.0,0.05,0.0,0.7,0.6,0.65,0.0,0.3,0.1,0.15,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0
2999,Men in Black,0.46133190118152523,0.36162361623616235,0.3333333333333333,0.7849462365591398,0.209,0.95,0.7,0.0,0.05,0.0,0.8,0.1,0.0,0.0,0.2,0.15,0.6,0.5,1.0,0.0,0.0,0.1,0.15,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0
3000,The Family Stone,0.4656283566058002,0.3800738007380074,0.3333333333333333,0.6774193548387096,0.025333333333333333,0.01,0.02,0.0,0.05,0.01,0.85,0.01,0.2,0.0,0.7,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.05,0.02,0.05,0.0,0.4,0.6,0.0,0.0,0.01,0.0,0.0
3001,Erin Brockovich,0.46294307196562834,0.4833948339483395,0.6666666666666666,0.7956989247311828,0.076,0.05,0.0,0.0,0.1,0.95,0.1,0.2,0.05,0.0,0.9,0.0,0.0,0.0,0.95,0.7,0.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
3002,The Devil All the Time,0.47368421052631576,0.5092250922509225,0.6666666666666666,0.7634408602150536,0.052333333333333336,0.2,0.05,0.0,0.15,0.3,0.1,0.45,0.35,0.0,0.9,0.1,0.0,0.0,0.95,0.7,0.8,0.25,0.05,0.0,0.5,0.15,0.05,0.0,0.0,0.0,0.4,0.0,0.1
3003,And Justice for All,0.45166487647690656,0.43911439114391143,0.6666666666666666,0.7956989247311828,0.013666666666666667,0.05,0.0,0.0,0.1,0.2,0.0,0.9,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.2,0.7,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0
3004,Repo Man,0.45435016111707843,0.33948339483394835,0.6666666666666666,0.7311827956989246,0.014333333333333333,0.4,0.1,0.0,0.6,0.0,0.7,0.5,0.85,0.0,0.75,0.0,0.0,0.05,1.0,0.15,0.0,0.1,0.2,0.0,0.25,0.15,0.0,0.0,0.0,0.0,0.3,0.0,0.0
3005,Femme Fatale,0.4640171858216971,0.42066420664206644,0.6666666666666666,0.6666666666666666,0.012666666666666666,0.1,0.05,0.0,0.2,0.0,0.05,0.6,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.15,0.0,0.8,0.95,0.4,0.0,0.0,0.0,0.9,0.0,0.0
3006,Saw XI,0.47636949516648763,0.0,0.0,0.0,0.0,0.6,0.05,0.0,0.05,0.0,0.0,0.7,0.3,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
3007,The Crush,0.45918367346938777,0.3284132841328413,0.6666666666666666,0.6236559139784945,0.007666666666666666,0.01,0.01,0.0,0.02,0.01,0.05,0.0,0.03,0.0,0.7,0.01,0.01,0.01,0.99,0.01,0.01,0.0,0.03,0.0,0.02,0.0,0.8,0.05,0.0,0.0,0.01,0.0,0.0
3008,Long Gone Heroes,0.4758324382384533,0.33948339483394835,0.16666666666666666,0.5483870967741935,0.00020066666666666667,0.7,0.65,0.0,0.1,0.8,0.05,0.0,0.0,0.0,0.9,0.2,0.1,0.0,1.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3009,Guns Akimbo,0.4731471535982814,0.36162361623616235,0.16666666666666666,0.6774193548387096,0.024,0.95,0.1,0.0,0.15,0.05,0.8,0.2,0.9,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.85,0.0,0.0
3010,Arena Wars,0.4758324382384533,0.35424354243542433,0.6666666666666666,0.5483870967741935,0.000333,0.95,0.7,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.2,0.1,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.25,0.0,0.0
3011,Halloween: The Curse of Michael Myers,0.4602577873254565,0.3210332103321033,0.6666666666666666,0.5053763440860215,0.014666666666666666,0.2,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
3012,Man of the West,0.44038668098818473,0.36900369003690037,0.6666666666666666,0.7526881720430108,0.0,0.85,0.7,0.0,0.2,0.05,0.05,0.1,0.0,0.0,0.75,0.25,0.1,0.0,1.0,0.15,0.0,0.0,0.1,0.0,0.15,0.05,0.1,0.0,0.0,0.0,0.15,0.0,0.95
3013,Chicken Run: Dawn of the Nugget,0.47529538131041893,0.36162361623616235,0.6666666666666666,0.6774193548387096,0.008333333333333333,0.2,0.75,1.0,0.15,0.0,0.8,0.0,0.25,0.0,0.4,0.05,0.95,0.1,1.0,0.05,0.0,0.0,0.2,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0
3014,Maybe I Do,0.47529538131041893,0.3505535055350554,0.3333333333333333,0.5376344086021505,0.0033333333333333335,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.05,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
3015,The Two Popes,0.4731471535982814,0.4612546125461255,0.3333333333333333,0.8172043010752688,0.045,0.01,0.01,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.05,0.0,0.0,0.9,0.9,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3016,Mr. Harrigan's Phone,0.4747583243823845,0.3837638376383764,0.3333333333333333,0.6451612903225806,0.013333333333333334,0.01,0.01,0.0,0.2,0.85,0.05,0.0,0.05,0.0,0.95,0.05,0.1,0.0,1.0,0.0,0.1,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
3017,Iron Eagle,0.45542427497314714,0.4317343173431734,0.3333333333333333,0.5913978494623655,0.005333333333333333,0.95,0.7,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.15,0.25,0.0,0.99,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.3,0.0
3018,1922,0.42105263157894735,0.3763837638376384,0.6666666666666666,0.6666666666666666,0.024666666666666667,0.05,0.1,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3019,Cujo,0.453813104189044,0.34317343173431736,0.6666666666666666,0.6559139784946235,0.017333333333333333,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
3020,Friday After Next,0.4640171858216971,0.31365313653136534,0.6666666666666666,0.6236559139784945,0.010333333333333333,0.2,0.05,0.0,0.05,0.0,0.9,0.15,0.85,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
3021,Horns,0.4699248120300752,0.44280442804428044,0.6666666666666666,0.6881720430107526,0.029666666666666668,0.15,0.05,0.0,0.05,0.0,0.1,0.1,0.2,0.0,0.6,0.0,0.0,0.1,1.0,0.0,0.0,0.4,0.0,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0
3022,Vacation Friends,0.47422126745435017,0.3800738007380074,0.6666666666666666,0.6774193548387096,0.010333333333333333,0.05,0.1,0.0,0.01,0.0,0.95,0.02,0.8,0.0,0.2,0.0,0.7,0.01,1.0,0.01,0.0,0.01,0.05,0.02,0.05,0.0,0.15,0.6,0.0,0.01,0.08,0.0,0.0
3023,Senior Year,0.4747583243823845,0.4095940959409594,0.6666666666666666,0.5913978494623655,0.015,0.1,0.05,0.0,0.05,0.0,0.6,0.0,0.2,0.0,0.4,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.2,0.4,0.0,0.0,0.1,0.0,0.0
3024,Supergirl,0.45435016111707843,0.4575645756457565,0.3333333333333333,0.4731182795698925,0.008333333333333333,0.7,0.65,0.0,0.05,0.1,0.15,0.05,0.0,0.0,0.4,0.1,0.5,0.3,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
3025,A Lot Like Love,0.4656283566058002,0.3948339483394834,0.3333333333333333,0.7096774193548386,0.024,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
3026,Deadfall,0.46938775510204084,0.3505535055350554,0.6666666666666666,0.6666666666666666,0.013666666666666667,0.75,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0
3027,I Can Only Imagine,0.47261009667024706,0.4059040590405904,0.3333333333333333,0.7849462365591398,0.006333333333333333,0.0,0.0,0.0,0.01,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.8,0.0,1.0,0.7,0.75,0.0,0.9,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3028,Spin the Bottle,0.4758324382384533,0.4575645756457565,0.6666666666666666,0.3763440860215054,0.00021666666666666666,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3029,The Muppets,0.46885069817400643,0.3800738007380074,0.3333333333333333,0.7634408602150536,0.03266666666666666,0.05,0.1,0.8,0.15,0.02,0.95,0.01,0.2,0.0,0.1,0.05,0.9,0.25,0.98,0.01,0.0,0.0,0.9,0.95,0.05,0.0,0.05,0.15,0.01,0.0,0.05,0.0,0.0
3030,The Finest Hours,0.4715359828141783,0.4317343173431734,0.3333333333333333,0.7204301075268816,0.024,0.75,0.6,0.0,0.05,0.4,0.0,0.0,0.0,0.0,0.8,0.2,0.5,0.0,1.0,0.7,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0
3031,Airheads,0.4597207303974221,0.33948339483394835,0.3333333333333333,0.6666666666666666,0.019,0.05,0.05,0.0,0.1,0.0,0.95,0.05,0.9,0.0,0.15,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
3032,Levon's Trade,0.47636949516648763,0.0,0.6666666666666666,0.0,0.0,0.05,0.1,0.0,0.2,0.05,0.15,0.1,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0
3033,Under the Tuscan Sun,0.46455424274973145,0.41697416974169743,0.3333333333333333,0.7204301075268816,0.020666666666666667,0.01,0.05,0.0,0.25,0.05,0.1,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0
3034,Notorious,0.4339419978517723,0.3763837638376384,0.6666666666666666,0.8494623655913979,0.036333333333333336,0.05,0.0,0.0,0.25,0.15,0.0,0.4,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.2,0.3,0.0,0.0,0.0,0.6,0.4,0.75,0.0,0.0,0.0,0.6,0.0,0.0
3035,Land of the Dead,0.4656283566058002,0.34317343173431736,0.6666666666666666,0.6666666666666666,0.034,0.8,0.1,0.0,0.2,0.0,0.15,0.05,0.3,0.0,0.6,0.15,0.0,0.05,0.95,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.75,0.0,0.0
3036,The Wife,0.47207303974221265,0.36531365313653136,0.6666666666666666,0.7741935483870968,0.014666666666666666,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.05,0.0,0.0
3037,Testament of Youth,0.47046186895810954,0.47601476014760147,0.3333333333333333,0.7741935483870968,0.010333333333333333,0.01,0.01,0.0,0.05,0.95,0.01,0.01,0.0,0.0,0.9,0.01,0.01,0.0,0.98,0.85,0.95,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.01,0.15,0.0
3038,The Tender Bar,0.47422126745435017,0.39114391143911437,0.6666666666666666,0.7204301075268816,0.011666666666666667,0.0,0.0,0.0,0.05,0.7,0.2,0.0,0.1,0.0,0.95,0.0,0.25,0.0,1.0,0.1,0.2,0.0,0.1,0.0,0.05,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0
3039,Messiah of Evil,0.4489795918367347,0.33210332103321033,0.6666666666666666,0.6774193548387096,0.0,0.7,0.65,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.65,0.0,0.0,0.05,0.95,0.2,0.0,0.4,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
3040,Judgment at Nuremberg,0.44199785177228784,0.6605166051660517,0.6666666666666666,0.8924731182795699,0.029333333333333333,0.05,0.0,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.95,0.1,0.0,0.0,0.9,0.9,0.98,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0
3041,The Beach Bum,0.4731471535982814,0.3505535055350554,0.6666666666666666,0.5913978494623655,0.008333333333333333,0.05,0.1,0.0,0.65,0.0,0.7,0.05,0.8,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
3042,Thank You for Smoking,0.4656283566058002,0.33948339483394835,0.6666666666666666,0.8064516129032258,0.077,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.9,0.0,0.2,0.0,0.05,0.0,1.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
3043,You Gotta Believe,0.4758324382384533,0.3837638376383764,0.16666666666666666,0.5913978494623655,0.00017633333333333333,0.05,0.0,0.0,0.1,0.2,0.7,0.05,0.0,0.0,0.6,0.0,0.2,0.0,1.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
3044,Honest Thief,0.47368421052631576,0.36531365313653136,0.3333333333333333,0.6451612903225806,0.019666666666666666,0.7,0.0,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
3045,Emily,0.4747583243823845,0.4797047970479705,0.6666666666666666,0.7311827956989246,0.0,0.05,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3046,The Cider House Rules,0.462406015037594,0.46494464944649444,0.6666666666666666,0.7956989247311828,0.035333333333333335,0.01,0.01,0.0,0.25,0.1,0.3,0.01,0.15,0.0,0.95,0.05,0.15,0.0,1.0,0.05,0.1,0.0,0.05,0.0,0.05,0.0,0.6,0.3,0.0,0.0,0.05,0.0,0.0
3047,Oliver & Company,0.4564983888292159,0.2730627306273063,0.16666666666666666,0.7096774193548386,0.018,0.15,0.35,0.95,0.2,0.05,0.7,0.1,0.25,0.0,0.4,0.05,0.9,0.1,1.0,0.0,0.0,0.0,0.85,0.8,0.05,0.0,0.2,0.25,0.0,0.0,0.05,0.0,0.0
3048,Creed II,0.47261009667024706,0.4797047970479705,0.3333333333333333,0.7634408602150536,0.053,0.95,0.2,0.0,0.05,0.7,0.1,0.0,0.0,0.0,0.85,0.15,0.3,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.1,0.0,0.0,0.9,0.25,0.0,0.0
3049,Exit to Eden,0.4597207303974221,0.41697416974169743,0.6666666666666666,0.4623655913978494,0.0,0.1,0.25,0.0,0.15,0.05,0.02,0.08,0.0,0.0,0.6,0.05,0.0,0.0,0.95,0.1,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0
3050,The Bounty,0.45435016111707843,0.4870848708487085,0.3333333333333333,0.7526881720430108,0.010666666666666666,0.75,0.8,0.0,0.05,0.6,0.0,0.1,0.0,0.0,0.7,0.65,0.15,0.05,0.95,0.7,0.8,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.25,0.0
3051,Junior,0.4597207303974221,0.4022140221402214,0.3333333333333333,0.5053763440860215,0.024666666666666667,0.05,0.1,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.6,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3052,The Bucket List,0.46670247046186897,0.35793357933579334,0.3333333333333333,0.7956989247311828,0.088,0.05,0.01,0.0,0.05,0.25,0.6,0.0,0.55,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.05,0.0,0.0
3053,Backdraft,0.458109559613319,0.5055350553505535,0.6666666666666666,0.7204301075268816,0.03,0.85,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.9,0.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
3054,The VelociPastor,0.47261009667024706,0.2767527675276753,0.6666666666666666,0.5483870967741935,0.0,0.2,0.15,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.05,0.3,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
3055,Wag the Dog,0.46133190118152523,0.35793357933579334,0.6666666666666666,0.7634408602150536,0.03,0.1,0.0,0.0,0.05,0.0,0.95,0.05,0.9,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.05,0.0,0.15,0.0,0.2,0.0,0.05,0.1,0.0,0.0,0.25,0.0,0.0
3056,Saving Mr. Banks,0.4699248120300752,0.4612546125461255,0.3333333333333333,0.8064516129032258,0.05733333333333333,0.05,0.0,0.0,0.1,0.95,0.3,0.0,0.0,0.0,0.9,0.0,0.8,0.0,0.98,0.8,0.0,0.0,0.7,0.6,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0
3057,Message in a Bottle,0.462406015037594,0.46494464944649444,0.3333333333333333,0.6666666666666666,0.013666666666666667,0.05,0.15,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.65,0.0,0.0,0.0,0.2,0.0,0.0
3058,Clifford the Big Red Dog,0.47422126745435017,0.35424354243542433,0.6666666666666666,0.6344086021505376,0.006,0.0,0.2,0.95,0.05,0.0,0.6,0.0,0.05,0.0,0.1,0.0,0.9,0.1,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3059,Teen Witch,0.45703544575725025,0.34317343173431736,0.3333333333333333,0.6451612903225806,0.0036666666666666666,0.05,0.1,0.0,0.05,0.0,0.7,0.0,0.15,0.0,0.2,0.0,0.6,0.8,1.0,0.0,0.0,0.05,0.1,0.15,0.05,0.0,0.1,0.15,0.0,0.0,0.05,0.0,0.0
3060,3 from Hell,0.4731471535982814,0.42435424354243545,0.6666666666666666,0.5806451612903226,0.006333333333333333,0.95,0.8,0.0,0.05,0.1,0.15,0.7,0.2,0.0,0.65,0.25,0.05,0.0,1.0,0.6,0.6,0.05,0.05,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.85,0.4,0.2
3061,The Munsters,0.4747583243823845,0.4022140221402214,0.3333333333333333,0.48387096774193544,0.004,0.05,0.1,0.0,0.15,0.0,0.85,0.0,0.7,0.0,0.2,0.0,0.7,0.2,1.0,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0
3062,Harold and Maude,0.4473684210526316,0.33579335793357934,0.3333333333333333,0.8494623655913979,0.027666666666666666,0.0,0.0,0.0,0.95,0.2,0.85,0.0,0.9,0.0,0.7,0.0,0.05,0.0,1.0,0.0,0.0,0.05,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3063,The Shop Around the Corner,0.43071965628356607,0.36531365313653136,0.6666666666666666,0.8602150537634408,0.013,0.0,0.0,0.0,0.15,0.0,0.95,0.0,0.1,0.0,0.9,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.2,0.1,0.0,0.98,0.0,0.0,0.0,0.05,0.0,0.0
3064,The Horse Soldiers,0.44092373791621914,0.44280442804428044,0.6666666666666666,0.7634408602150536,0.004,0.95,0.8,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.75,0.6,0.1,0.0,1.0,0.9,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.98,0.85
3065,Feast of the Seven Fishes,0.4731471535982814,0.36531365313653136,0.6666666666666666,0.7419354838709677,0.0,0.01,0.05,0.0,0.15,0.2,0.25,0.0,0.05,0.0,0.8,0.0,0.3,0.0,1.0,0.0,0.2,0.0,0.1,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3066,What Happens Later,0.47529538131041893,0.3800738007380074,0.6666666666666666,0.5161290322580645,0.0,0.05,0.0,0.0,0.1,0.0,0.45,0.0,0.55,0.0,0.7,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0
