Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Gone Girl,2014,2h 29m,G,8.1,,0.1,0.05,0.0,0.15,0.05,0.1,0.25,0.2,0.0,0.75,0.0,0.0,0.0,0.95,0.0,0.0,0.05,0.05,0.0,0.8,0.1,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Immaculate,2024,1h 29m,R,5.8,46K,0.0,0.0,0.0,0.1,0.95,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
Doctor Sleep,2019,2h 32m,R,7.3,227K,0.6,0.7,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.85,0.4,0.05,0.2,1.0,0.1,0.0,0.95,0.1,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.1
Everything Everywhere All at Once,2022,2h 19m,R,7.8,558K,0.75,0.6,0.0,0.8,0.2,0.9,0.1,0.95,0.0,0.95,0.7,0.4,0.85,1.0,0.15,0.0,0.2,0.5,0.4,0.7,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.05,0.05,0.9
Mission: Impossible - Fallout,2018,2h 27m,PG,7.7,387K,0.98,0.95,0.0,0.05,0.02,0.01,0.1,0.0,0.0,0.2,0.7,0.05,0.01,0.99,0.02,0.0,0.0,0.03,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.9,0.01,0.0,0.0,0.01,0.0,0.02
Avatar: The Way of Water,2022,3h 12m,PG,7.5,516K,0.95,0.98,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.85,0.9,0.8,0.9,1.0,0.0,0.0,0.1,0.65,0.0,0.0,0.0,0.4,0.0,0.99,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Saint Nick of Bethlehem,2024,1h 33m,PG,,,0.05,0.1,0.0,0.05,0.15,0.2,0.0,0.1,0.0,0.3,0.0,0.6,0.15,0.95,0.15,0.15,0.0,0.05,0.0,0.05,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Dial M for Murder,1954,1h 45m,PG,8.2,193K,0.05,0.0,0.0,0.1,0.0,0.0,0.9,0.1,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.98,0.9,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
To Live and Die in L.A.,1985,1h 56m,R,7.3,41K,0.85,0.0,0.0,0.15,0.0,0.0,0.98,0.05,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.85,0.7,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Next Goal Wins,2023,1h 44m,G,6.5,27K,0.01,0.01,0.0,0.05,0.85,0.1,0.0,0.0,0.95,0.9,0.0,0.2,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bride of Chucky,1998,1h 29m,R,5.6,66K,0.1,0.05,0.0,0.05,0.0,0.3,0.05,0.7,0.0,0.15,0.0,0.0,0.05,1.0,0.0,0.0,0.95,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Bedtime Stories,2008,1h 39m,PG,6.0,103K,0.1,0.2,0.7,0.05,0.0,0.85,0.0,0.0,0.0,0.25,0.0,0.95,0.6,1.0,0.0,0.0,0.05,0.15,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.2,0.0
1941,1941,1h 58m,PG,5.8,37K,0.85,0.6,0.0,0.1,0.05,0.7,0.0,0.8,0.0,0.65,0.5,0.3,0.0,1.0,0.2,0.25,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Bee Movie,2007,1h 31m,PG,6.1,184K,0.05,0.1,0.95,0.15,0.0,0.8,0.0,0.6,0.0,0.3,0.0,0.9,0.1,1.0,0.0,0.0,0.0,0.15,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.5,0.0
Matchstick Men,2003,1h 56m,PG,7.3,140K,0.2,0.0,0.0,0.15,0.0,0.7,0.6,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.85,0.0,0.05,0.0
Killing Them Softly,2012,1h 37m,R,6.2,155K,0.7,0.05,0.0,0.15,0.0,0.2,0.95,0.75,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
One Hundred and One Dalmatians,1961,1h 19m,G,7.3,186K,0.1,0.65,0.95,0.2,0.0,0.7,0.0,0.0,0.0,0.25,0.05,0.9,0.1,1.0,0.0,0.0,0.05,0.15,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.05,0.0
Let It Snow,2019,1h 32m,PG,5.9,25K,0.05,0.1,0.0,0.2,0.0,0.85,0.0,0.0,0.0,0.7,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.9,0.0
Chronicle,2012,1h 24m,PG,7.0,268K,0.85,0.6,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.75,0.15,0.1,0.2,0.95,0.0,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Home Sweet Home Alone,2021,1h 33m,PG,3.6,21K,0.1,0.2,0.0,0.0,0.0,0.85,0.0,0.25,0.0,0.15,0.0,0.95,0.05,1.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The House of the Devil,2009,1h 35m,R,6.3,53K,0.1,0.05,0.0,0.25,0.0,0.15,0.1,0.0,0.0,0.4,0.0,0.0,0.05,0.95,0.05,0.0,0.85,0.1,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.0
Murder by Death,1976,1h 35m,PG,7.3,43K,0.05,0.01,0.0,0.15,0.0,0.9,0.05,0.95,0.0,0.2,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.98,0.0,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Ex-Husbands,2023,1h 38m,R,5.9,300,0.05,0.0,0.0,0.1,0.0,0.8,0.0,0.7,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0
Get Him to the Greek,2010,1h 49m,G,6.3,187K,0.1,0.05,0.0,0.05,0.05,0.85,0.05,0.7,0.0,0.2,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.75,0.2,0.1,0.0,0.15,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Frances Ha,2012,1h 26m,R,7.4,97K,0.01,0.01,0.0,0.65,0.01,0.9,0.01,0.15,0.0,0.85,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.1,0.05,0.01,0.0,0.1,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Precious,2009,1h 50m,R,7.3,117K,0.01,0.01,0.0,0.15,0.25,0.05,0.01,0.01,0.0,0.95,0.01,0.05,0.0,1.0,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Running Scared,2006,2h 2m,R,7.3,105K,0.6,0.1,0.0,0.05,0.0,0.2,0.85,0.3,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.65,0.25,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Marsh King's Daughter,2023,1h 49m,R,5.9,13K,0.1,0.2,0.0,0.35,0.05,0.0,0.0,0.0,0.0,0.6,0.15,0.05,0.0,1.0,0.4,0.5,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siberia,2018,1h 44m,R,4.3,18K,0.7,0.8,0.0,0.1,0.2,0.05,0.6,0.0,0.0,0.75,0.3,0.0,0.0,0.95,0.4,0.0,0.1,0.05,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.5,0.0,0.0
Afternoon Delight,2013,1h 38m,R,5.7,12K,0.0,0.0,0.0,0.05,0.0,0.5,0.0,0.1,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Rust,2024,,R,,,0.1,0.05,0.0,0.05,0.2,0.0,0.15,0.0,0.8,0.3,0.0,0.0,0.0,0.95,0.25,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Mummy: Tomb of the Dragon Emperor,2008,1h 52m,PG,5.2,173K,0.95,0.9,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.25,0.7,0.3,0.8,0.98,0.6,0.0,0.4,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.15,0.5,0.0,0.6
Valentine's Day,2010,2h 5m,PG,5.7,126K,0.01,0.01,0.0,0.01,0.02,0.65,0.01,0.05,0.0,0.45,0.0,0.05,0.0,0.99,0.0,0.0,0.0,0.05,0.02,0.01,0.0,0.9,0.8,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Cool World,1992,1h 42m,PG,4.8,25K,0.2,0.1,0.0,0.8,0.0,0.6,0.1,0.75,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.3,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Marcel the Shell with Shoes On,2021,1h 30m,PG,7.7,30K,0.0,0.05,0.95,0.1,0.0,0.9,0.0,0.2,0.0,0.7,0.0,0.9,0.15,1.0,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tolkien,2019,1h 52m,PG,6.8,48K,0.1,0.2,0.0,0.3,0.95,0.05,0.0,0.0,0.0,0.8,0.5,0.1,0.1,0.95,0.9,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0
The Texas Chainsaw Massacre: The Beginning,2006,1h 31m,R,5.8,79K,0.65,0.1,0.0,0.05,0.2,0.0,0.15,0.05,0.0,0.4,0.0,0.0,0.0,1.0,0.1,0.0,0.95,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0
Mansfield Park,1999,1h 52m,PG,7.0,26K,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.7,0.9,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis the Menace,1993,1h 34m,PG,5.7,66K,0.01,0.05,0.1,0.01,0.0,0.95,0.01,0.15,0.0,0.1,0.0,0.9,0.01,1.0,0.0,0.0,0.0,0.05,0.02,0.01,0.0,0.01,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
The Way,2010,2h 3m,PG,7.3,36K,0.05,0.2,0.0,0.15,0.8,0.0,0.0,0.0,0.0,0.9,0.05,0.0,0.0,0.9,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Boy Erased,2018,1h 55m,R,6.9,44K,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Star Trek II: The Wrath of Khan,1982,1h 53m,PG,7.7,131K,0.95,0.9,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.85,0.75,0.1,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.99
Sahara,2005,2h 4m,PG,6.1,105K,0.6,0.75,0.0,0.1,0.05,0.15,0.05,0.0,0.0,0.5,0.4,0.2,0.0,0.95,0.25,0.0,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.0,0.0
Good Boys,2019,1h 30m,G,6.7,84K,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.9,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Tomorrow Is Another Day,1951,1h 30m,R,7.1,,0.05,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,1.0,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
City of Ember,2008,1h 30m,PG,6.4,71K,0.2,0.75,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.6,0.05,0.8,0.4,1.0,0.0,0.0,0.05,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.95
Diary of a Wimpy Kid: Rodrick Rules,2011,1h 39m,R,6.6,38K,0.01,0.1,0.0,0.05,0.0,0.95,0.0,0.2,0.0,0.15,0.0,0.9,0.01,0.98,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Doom,2005,1h 45m,R,5.2,120K,0.95,0.6,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.7
City Slickers,1991,1h 53m,PG,6.8,64K,0.05,0.1,0.0,0.05,0.0,0.9,0.0,0.2,0.0,0.6,0.0,0.7,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Kelly's Heroes,1970,2h 24m,G,7.6,55K,0.95,0.9,0.0,0.1,0.0,0.6,0.1,0.7,0.0,0.7,0.5,0.1,0.0,1.0,0.8,0.0,0.0,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.5,0.9,0.7,0.0,0.8,0.0,0.0
Anger Management,2003,1h 46m,PG,6.3,232K,0.1,0.0,0.0,0.05,0.05,0.9,0.05,0.8,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Inland Empire,2006,3h,R,6.8,64K,0.05,0.01,0.0,0.85,0.0,0.0,0.02,0.05,0.0,0.7,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Carriers,2009,1h 24m,PG,6.0,50K,0.7,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.1
Rescue Dawn,2006,2h 5m,R,7.3,112K,0.95,0.85,0.0,0.1,0.7,0.0,0.05,0.0,0.0,0.9,0.75,0.0,0.0,1.0,0.8,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.95,0.0,0.0,0.9,0.0,0.0
The Banker,2020,2h,PG,7.3,38K,0.05,0.01,0.0,0.02,0.95,0.08,0.2,0.05,0.0,0.9,0.01,0.0,0.0,1.0,0.8,0.85,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Bridges of Madison County,1995,2h 15m,PG,7.6,91K,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.1,0.2,0.0,0.05,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flushed Away,2006,1h 25m,PG,6.6,142K,0.2,0.65,0.95,0.15,0.0,0.7,0.05,0.3,0.0,0.4,0.05,0.8,0.6,1.0,0.0,0.0,0.05,0.25,0.2,0.1,0.0,0.25,0.3,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
We Are Marshall,2006,2h 11m,PG,7.0,66K,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.0,1.0,0.9,0.98,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brawl in Cell Block 99,2017,2h 12m,R,7.1,79K,0.6,0.0,0.0,0.05,0.1,0.0,0.85,0.2,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Disenchanted,2022,1h 59m,PG,5.6,28K,0.1,0.2,0.0,0.05,0.0,0.75,0.0,0.3,0.0,0.6,0.1,0.8,0.4,1.0,0.1,0.0,0.0,0.25,0.35,0.05,0.0,0.65,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.7,0.0
The Last Full Measure,2019,1h 56m,R,6.8,14K,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.9,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0
Snakes on a Plane,2006,1h 45m,R,5.5,146K,0.75,0.05,0.0,0.0,0.0,0.6,0.0,0.8,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Laughing Policeman,1973,1h 52m,R,6.4,,0.1,0.0,0.0,0.15,0.0,0.7,0.2,0.8,0.0,0.3,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Intrusion,2021,1h 32m,R,5.3,22K,0.6,0.1,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Ghost World,2001,1h 51m,G,7.3,128K,0.01,0.01,0.0,0.75,0.0,0.9,0.05,0.85,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Spun,2002,1h 41m,Unrated,6.7,41K,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Eagle Eye,2008,1h 58m,PG,6.6,197K,0.85,0.2,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.7,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Gunpowder Milkshake,2021,1h 54m,G,6.1,53K,0.95,0.7,0.0,0.1,0.0,0.2,0.3,0.0,0.0,0.6,0.05,0.0,0.0,1.0,0.0,0.0,0.15,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.25,0.0,0.0,0.0
Trust,2010,1h 46m,R,6.9,45K,0.05,0.01,0.0,0.15,0.95,0.0,0.2,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.95,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
"Honey, I Blew Up the Kid",1992,1h 29m,PG,4.9,48K,0.1,0.2,0.0,0.05,0.0,0.85,0.0,0.7,0.0,0.3,0.0,0.9,0.15,1.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Skyscraper,2018,1h 42m,PG,5.8,138K,0.95,0.7,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.6,0.4,0.1,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Niagara,1953,1h 32m,R,7.0,21K,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.7,0.4,0.6,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
S.W.A.T.,2003,1h 57m,PG,6.1,156K,0.95,0.2,0.0,0.05,0.05,0.1,0.7,0.0,0.0,0.6,0.1,0.05,0.0,0.98,0.0,0.0,0.05,0.05,0.0,0.25,0.0,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.15,0.0,0.0,0.0
The Toxic Avenger,2023,1h 42m,R,5.8,500,0.2,0.15,0.0,0.1,0.0,0.85,0.05,0.0,0.0,0.15,0.0,0.1,0.1,1.0,0.0,0.0,0.4,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.9,0.0,0.0,0.1
The Underdoggs,2024,1h 36m,R,5.6,,0.2,0.3,0.95,0.05,0.0,0.7,0.0,0.2,0.0,0.1,0.0,0.8,0.1,0.95,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
Adrift,2018,1h 36m,PG,6.6,63K,0.2,0.4,0.0,0.05,0.7,0.05,0.0,0.0,0.0,0.85,0.1,0.1,0.0,1.0,0.7,0.75,0.0,0.0,0.0,0.15,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Percy Jackson: Sea of Monsters,2013,1h 46m,PG,5.7,129K,0.85,0.95,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.3,0.4,0.9,0.98,1.0,0.0,0.0,0.05,0.15,0.0,0.25,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.0
The Iceman,2012,1h 46m,R,6.8,81K,0.7,0.0,0.0,0.0,0.95,0.0,0.98,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.9,0.1,0.0,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Casualties of War,1989,1h 53m,R,7.1,49K,0.05,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,1.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.95,0.0,0.0,0.0,0.0,0.0
Letters from Iwo Jima,2006,2h 21m,R,7.8,172K,0.7,0.0,0.0,0.65,0.8,0.0,0.0,0.0,0.2,0.95,0.85,0.0,0.0,0.9,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.99,0.0,0.0,0.98,0.0,0.0
Get Shorty,1995,1h 45m,G,6.9,91K,0.15,0.05,0.0,0.05,0.0,0.9,0.85,0.7,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.7,0.2,0.1,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.2,0.0
Airport,1970,2h 17m,G,6.6,23K,0.3,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.6,0.15,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2010: The Year We Make Contact,2010,1h 56m,PG,6.7,59K,0.2,0.4,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.3,0.35,0.1,0.15,0.95,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.9
Charlie Wilson's War,2007,1h 42m,R,7.0,126K,0.2,0.05,0.0,0.05,0.7,0.15,0.0,0.1,0.0,0.85,0.1,0.0,0.0,1.0,0.9,0.95,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.95,0.0,0.0,0.0,0.0,0.0
3 Ninjas,1992,1h 24m,PG,5.3,24K,0.85,0.7,0.0,0.05,0.0,0.8,0.0,0.2,0.0,0.1,0.0,0.95,0.2,1.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Pleasantville,1998,2h 4m,PG,7.5,138K,0.05,0.1,0.0,0.8,0.0,0.75,0.0,0.6,0.0,0.95,0.15,0.7,0.85,1.0,0.05,0.1,0.0,0.2,0.15,0.25,0.0,0.9,0.65,0.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
M3GAN 2.0,2025,,G,2.0,,0.1,0.05,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.7,0.0,0.0,0.15
The Darjeeling Limited,2007,1h 31m,R,7.2,220K,0.1,0.45,0.0,0.65,0.15,0.8,0.05,0.75,0.0,0.9,0.2,0.1,0.05,1.0,0.3,0.35,0.0,0.25,0.1,0.2,0.0,0.15,0.2,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Seven Years in Tibet,1997,2h 16m,PG,7.1,159K,0.1,0.65,0.0,0.2,0.95,0.05,0.0,0.0,0.7,0.9,0.5,0.2,0.0,0.3,0.9,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.9,0.0,0.0
